taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	GTDB-tk Lineage	ANI Cluster ID	ANI Cluster Type	IMG Release/Pipeline Version	IMG Submission ID	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	GOLD Study ID	Add Date	Assembly Method	Comments	Funding Agency	High Quality	Has Coverage	Is Public	NCBI Taxon ID	Release Date	Strain	Submission Type	User Access	Alternative Contact Email	Alternative Contact Name	Alternative2 Contact Emails	Alternative2 Contact Names	Contact Email	Contact Name	Funding Program	Funding Year	Is Published	PMO Project ID	Pubmed ID	Relevance	NCBI Assembly Accession	NCBI Bioproject Accession	NCBI Biosample Accession	NCBI GenBank ID	Sequencing Depth	Sequencing Method	Sequencing Quality	Sequencing Status	Sequencing Strategy	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Biotic Relationships	Cell Arrangement	Cell Shape	Culture Type	Cultured	Diseases	Energy Source	Gram Staining	Metabolism	Motility	Oxygen Requirement	Phenotype	Sporulation	Temperature Range	Type Strain	Uncultured Type	Altitude In Meters	Chlorophyll Concentration	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation	Isolation Country	Latitude	Longhurst Code	Longhurst Description	Longitude	Nitrate Concentration	Oxygen Concentration	pH	Pressure	Salinity	Salinity Concentration	Sample Collection Date	Sample Collection Temperature	Subsurface In Meters	HMP ID	Hospital Visits	Host Gender	Host Name	Medical Record Number	Sample Body Site	Sample Body Subsite	Proportal Ecotype	Proportal Isolation	Proportal Ocean	Proportal Station	Proportal WOA Dissolved Oxygen	Proportal WOA Nitrate	Proportal WOA Phosphate	Proportal WOA Salinity	Proportal WOA Silicate	Proportal WOA Temperature	Genome Size   * assembled	Gene Count   * assembled	Scaffold Count   * assembled	Genome Bin Count   * assembled	CRISPR Count   * assembled	GC Count   * assembled	GC   * assembled	Coding Base Count   * assembled	Coding Base Count %   * assembled	Coding Base Count NP 	Coding Base Count NP % 	CDS Count   * assembled	CDS %   * assembled	RNA Count   * assembled	RNA %  * assembled	rRNA Count   * assembled	5S rRNA Count   * assembled	16S rRNA Count   * assembled	18S rRNA Count   * assembled	23S rRNA Count   * assembled	28S rRNA Count   * assembled	tRNA Count   * assembled	Other RNA Count   * assembled	Unchar Count 	Unchar % 	w/ Func Pred Count   * assembled	w/ Func Pred %   * assembled	w/o function prediction  * assembled	w/o function prediction %  * assembled	Orthologs Count	Orthologs %	Paralogs Count	Paralogs %	Revised Count 	Revised % 	Fused Count 	Fused % 	Fusion Component Count 	Fusion component % 	COG Count   * assembled	COG %   * assembled	KOG Count 	KOG % 	Pfam Count   * assembled	Pfam %   * assembled	TIGRfam Count   * assembled	TIGRfam %   * assembled	Enzyme Count   * assembled	Enzyme %   * assembled	KEGG Count   * assembled	KEGG %   * assembled	Not KEGG Count   * assembled	Not KEGG %   * assembled	KO Count   * assembled	KO %   * assembled	Not KO Count   * assembled	Not KO %   * assembled	MetaCyc Count   * assembled	MetaCyc %   * assembled	Not MetaCyc Count   * assembled	Not MetaCyc %   * assembled	IMG Term Count 	IMG Term % 	IMG Pathwawy Count 	IMG Pathway % 	IMG Parts List Count 	IMG Parts List % 	MyIMG Annotation Count	MyIMG Annotation %	Signal Peptide Count 	Signal Peptide % 	Transmembrane Count 	Transmembrane % 	Horizontally Transferred Count	Horizontally Transferred %	Genome Property Count 	Genome Property % 	Ortholog Group Count	Paralog Group Count	COG Cluster Count   * assembled	KOG Cluster Count 	Pfam Cluster Count   * assembled	TIGRfam Cluster Count   * assembled	IMG Cluster Count	IMG Cluster %	Biosynthetic Cluster Gene Count	Biosynthetic Cluster Gene %	Biosynthetic Cluster Count	Predicted Viruses  * assembled	Estimated Number of Genomes  * assembled	Estimated Average Genome Size  * assembled	Estimated number of genomes - Marker genes average  * assembled	Estimated number of genomes - Marker genes median  * assembled	Estimated number of genomes - Marker genes mode  * assembled	Standard deviation of marker gene counts  * assembled	JGI Project ID / ITS SP ID	ITS AP ID	ITS SP ID	ITS Proposal ID	JGI Data Utilization Status	GPTS Proposal ID	Number of Filtered Reads   * assembled	Number of Mapped Reads   * assembled	% Assembled Reads   * assembled	Total Filtered Bases   * assembled	Total Mapped Bases   * assembled	Average Coverage of Assembled Sequences   * assembled	
3300025854	*Microbiome	Permanent Draft	Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA	Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA - NGEE Permafrost305-11B (SPAdes)	DOE Joint Genome Institute (JGI)	3300025854	Environmental	Terrestrial	Soil	Unclassified	Permafrost	Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA		0	0	IMG Annotation Pipeline v.4.16.2	184511	Ga0209176	Metagenome Analysis	Gp0116222	Gs0084162	2018-04-13	spades v. 3.11.1		E; D; O		Yes	Yes	0	2018-06-12		Reanalysis				janet.jansson@pnnl.gov; sgtringe@lbl.gov	Janet Jansson; Susannah Tringe	janet.jansson@pnnl.gov	Janet Jansson	CSP	2013	No	0				PRJNA375637	SAMN06343939			Illumina HiSeq 2500-1TB	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Unclassified	Soil	Permafrost					No																USA: Barrow Environmental Observatory site, Alaska	Arctic peat soil	Peat soil	USA	71.299			-156.61							2014/9/15			0											0	0	0	0	0	0	503279323	1334568	1145398	4	302	294065475	58.43	502181580	99.78	0	0	1327734	99.49	6834	.51	1823	175	566	36	997	49	5011	0	0	0	755595	56.62	572139	42.87	0	0	0	0	0	0	0	0	0	0	651532	48.82	0	0	610936	45.78	0	0	305390	22.88	305055	22.86	1022679	76.63	499662	37.44	828072	62.05	191955	14.38	1135779	85.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4394	0	6991	0	0	0	0	0	0	0	146	3447118	158.8	146	0	61.69	1074531	1165691	1074531	1044	Unrestricted		0	0	0	0	0	0	
3300004454	*Microbiome	Permanent Draft	Stalagmite microbial communities from Echo Passage, Kartchner Caverns, Arizona, USA	Stalagmite microbial communities from Echo Passage, Kartchner Caverns, Arizona, USA	454 Life Sciences	3300004454	Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	Stalagmite microbial communities from Echo Passage, Kartchner Caverns, Arizona, USA		0	0	0	57951	Ga0064592	Metagenome Analysis	Gp0110142	Gs0114289	2015-04-16	Newbler	released per JGI data release policy			No	Yes	0	2019-11-01		Primary		bojanpapic1@gmail.com	Bojan Papic	bojanpapic1@gmail.com	Bojan Papic	bojanpapic1@gmail.com	Bojan Papic			No	0										Complete	Metagenome	Environmental	Terrestrial	Unclassified	Unclassified	Unclassified					No																2980 Arizona 90, Benson, AZ 85602, United States	Stalagmite	Echo Passage	USA	31.837801			-110.350292										0											0	0	0	0	0	0	136505679	424662	393937	0	24	80526886	58.9916	136242511	99.81	0	0	422609	99.52	2053	.48	441	40	150	1	247	3	1612	0	0	0	138428	32.6	284181	66.92	0	0	0	0	0	0	0	0	0	0	199055	46.87	0	0	161881	38.12	0	0	95669	22.53	93579	22.04	329030	77.48	158139	37.24	264470	62.28	65263	15.37	357346	84.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4246	0	4825	0	0	0	0	0	0	0	0	0	41.04	35	0	24.16	0	0	0				0	0	0	0	0	0	
3300033986	*Microbiome	Permanent Draft	Subsurface microbial communities from deep shales in Ohio and West Virginia, USA	Fracking water microbial communities from deep shales in Oklahoma, United States - M2-7-3	DOE Joint Genome Institute (JGI)	3300033986	Environmental	Terrestrial	Deep subsurface	Shale gas reservoir	Flow back/Produced fluids	Subsurface microbial communities from deep shales in Ohio and West Virginia, USA		0	0	IMG Annotation Pipeline v.5.0.0	209703	Ga0310138	Metagenome Analysis	Gp0324328	Gs0118431	2019-11-27	metaspades v. 3.13.0				Yes	Yes	0	2019-05-25		Primary				paula.mouser@unh.edu; kwrighton@gmail.com; mike.wilkins@colostate.edu	Paula Mouser; Kelly Wrighton; Michael Wilkins	kwrighton@gmail.com	Kelly Wrighton	CSP	2016	No	0				PRJNA571086	SAMN12815044			Illumina NovaSeq	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Shale gas reservoir	Deep subsurface	Flow back/Produced fluids					No														2896		USA: Oklahoma	fracking water	hydraulically fractured well	USA	35.784			-98.26							2018/2/27			0											0	0	0	0	0	0	166399291	245914	114838	0	1739	71401335	42.91	165918818	99.71	0	0	242772	98.72	3142	1.28	540	133	184	0	223	0	2602	0	0	0	158267	64.36	84505	34.36	0	0	0	0	0	0	0	0	0	0	156174	63.51	0	0	148264	60.29	45609	19	59174	24.06	62119	25.26	180653	73.46	106478	43.3	136294	55.42	37092	15.08	205680	83.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4209	0	5086	2417	0	0	0	0	0	0	47	3540410	53.14	52	47	10.96	1208199	1208160	1208199	1931	Unrestricted		272107588	269774520	99.14	40735251327	40385984656	242.71	
3300037880	*Microbiome	Permanent Draft	Terrestrial subsurface fluid microbial community from Deep Mine Microbial Observatory in Lead, South Dakota, USA	Terrestrial subsurface fluid microbial community from Deep Mine Microbial Observatory in Lead, South Dakota, USA - DeMMO5 v2	Argonne National Laboratory	3300037880	Environmental	Terrestrial	Deep subsurface	Aquifer	Unclassified	Terrestrial subsurface fluid microbial community from Deep Mine Microbial Observatory in Lead, South Dakota, USA		0	0	IMG Annotation Pipeline v.5.0.13	215674	Ga0394678	Metagenome Analysis	Gp0404331	Gs0142066	2020-03-19	Megahit v. 1.0.6.1	Release as per PI request (GOLD-1409) SM 8.16.2021			No	Yes	0	2021-08-16		Reanalysis		lmmomper@gmail.com	Caitlin Casar	lmmomper@gmail.com; maggie@northwestern.edu	Caitlin Casar; Magdalena Osburn	lmmomper@gmail.com; maggie@northwestern.edu	Caitlin Casar; Magdalena Osburn			No	0				PRJNA563685	SAMN18064496			Illumina HiSeq 2500	Level 2: High-Quality Draft	Complete	Metagenome	Environmental	Terrestrial	Aquifer	Deep subsurface	Unclassified					No														1480		Lead, South Dakota, USA	Terrestrial subsurface fluids	Homestake Gold Mine, South Dakota, USA	USA	44.350833			-103.765833			8.45							0											0	0	0	0	0	0	156981017	198268	59184	0	93	83819159	53.39	156490344	99.69	0	0	195244	98.47	3024	1.53	295	67	91	0	137	0	2729	0	0	0	133902	67.54	61342	30.94	0	0	0	0	0	0	0	0	0	0	135145	68.16	0	0	132859	67.01	44506	22	45630	23.01	49351	24.89	145893	73.58	82701	41.71	112543	56.76	29312	14.78	165932	83.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4298	0	5623	2808	0	0	0	0	0	0	62	2531951	59.27	62	0	13.39	0	0	0				0	0	0	0	0	0	
3300034684	*Microbiome	Permanent Draft	Subsurface microbial communities from deep shales in Ohio and West Virginia, USA	Fracking water microbial communities from deep shales in Oklahoma, United States - K-7-4	DOE Joint Genome Institute (JGI)	3300034684	Environmental	Terrestrial	Deep subsurface	Shale gas reservoir	Flow back/Produced fluids	Subsurface microbial communities from deep shales in Ohio and West Virginia, USA		0	0	IMG Annotation Pipeline v.5.0.1	210943	Ga0310148	Metagenome Analysis	Gp0324338	Gs0118431	2019-12-06	metaspades v. 3.13.0				Yes	Yes	0	2019-07-13		Primary				paula.mouser@unh.edu; kwrighton@gmail.com; mike.wilkins@colostate.edu	Paula Mouser; Kelly Wrighton; Michael Wilkins	kwrighton@gmail.com	Kelly Wrighton	CSP	2016	No	0				PRJNA622100	SAMN14514886			Illumina NovaSeq	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Shale gas reservoir	Deep subsurface	Flow back/Produced fluids					No														2943		USA: Oklahoma	fracking water	hydraulically fractured well	USA	35.812			-98.262							2018/1/16			0											0	0	0	0	0	0	307638595	463452	228326	0	2323	144287416	46.9	306773798	99.72	0	0	457899	98.8	5553	1.2	1004	240	355	4	400	5	4549	0	0	0	308653	66.6	149246	32.2	0	0	0	0	0	0	0	0	0	0	303450	65.48	0	0	287338	62	81597	18	116279	25.09	121999	26.32	335900	72.48	208517	44.99	249382	53.81	71965	15.53	385934	83.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4514	0	6331	3071	0	0	0	0	0	0	87	3536075	92.32	87	0	22.29	1208209	1208180	1208209	1931	Unrestricted		370886664	367702772	99.14	55577641113	55100532540	179.11	
3300013232	*Microbiome	Permanent Draft	Sediment microbial communities from Acid Mine Drainage (AMD) holding pond in Pittsburgh, PA, USA	Sediment microbial communities from Acid Mine Drainage holding pond in Pittsburgh, PA, USA - S1	University of California, Davis	3300013232	Engineered	Wastewater	Industrial wastewater	Mine water	Sediment	Sediment microbial communities from Acid Mine Drainage (AMD) holding pond in Pittsburgh, PA, USA		0	0	IMG Annotation Pipeline v.4.14.5	111605	Ga0170573	Metagenome Analysis	Gp0195548	Gs0127524	2017-02-14	MegaHit	released per PI's request			No	Yes	0	2017-02-27		Primary		mclimcj13@juniata.edu	Christopher McLimans	mclimcj13@juniata.edu	Christopher McLimans	mclimcj13@juniata.edu	Christopher McLimans			No	0								Illumina HiSeq 4000	Level 1: Standard Draft	Complete	Metagenome	Engineered	Wastewater	Mine water	Industrial wastewater	Sediment					No																Pittsburgh	sediment	Acid Mine Drainage pond		40.44			-79.99										0											0	0	0	0	0	0	984164845	1983920	1386074	16	320	512888479	52.11	981711705	99.75	0	0	1967885	99.19	16035	.81	2940	429	811	32	1616	52	13095	0	0	0	1983920	100	-16035	-.81	0	0	0	0	0	0	0	0	0	0	1041950	52.52	0	0	1022961	51.56	0	0	460536	23.21	484801	24.44	1483084	74.76	794085	40.03	1173800	59.17	279945	14.11	1687940	85.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4473	0	7320	0	0	0	0	0	0	216	304	3237384	352.63	328	304	133.07	0	0	0				0	0	0	0	0	0	
3300019487	*Microbiome	Permanent Draft	Deep subsurface microbial communities from various oceans to uncover new lineages of life (NeLLi)	White microbial mat communities from a basaltic lava cave in the Kipuka Kanohina Cave System on the Island of Hawaii, USA - MA170107-4 metaG	DOE Joint Genome Institute (JGI)	3300019487	Environmental	Terrestrial	Cave	Unclassified	Unclassified	Deep subsurface microbial communities from various oceans to uncover new lineages of life (NeLLi)		0	0	IMG Annotation Pipeline v.4.15.1	139574	Ga0187893	Metagenome Analysis	Gp0213377	Gs0118434	2017-07-07	MEGAHIT v. MEGAHIT v1.0.6				Yes	Yes	0	2018-07-08		Primary				NNIvanova@lbl.gov; nckyrpides@lbl.gov; eaeloefadrosh@lbl.gov	Natalia Ivanova; Nikos Kyrpides; Emiley Eloe-Fadrosh	eaeloefadrosh@lbl.gov	Emiley Eloe-Fadrosh	Director's Science	2016	No	0				PRJNA465922	SAMN09630389			Illumina HiSeq 2500-1TB	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Unclassified	Cave	Unclassified					No															286	USA: the Island of Hawaii	Microbial mat on rocks	white microbial mat from a basaltic lava cave walls	USA	19.0643			-155.8008							2017/1/7			0											0	0	0	0	0	0	1952845928	3266718	1851761	21	2659	1214633276	62.2	1949664086	99.84	0	0	3242751	99.27	23967	.73	3424	489	1104	17	1789	25	20543	0	0	0	3266718	100	-23967	-.73	0	0	0	0	0	0	0	0	0	0	1639004	50.17	0	0	1690674	51.75	0	0	645910	19.77	644413	19.73	2598338	79.54	1099482	33.66	2143269	65.61	402099	12.31	2840652	86.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4353	0	7203	0	0	0	505	.02	22	217	413	4728440	416.08	412	413	101.1	1145315	1145311	1145315	2772	Unrestricted		191529578	165197130	86.25	28000179353	24150574114	12.37	
3300000824	*Microbiome	Permanent Draft	Subaerial biofilm microbial communities from sulfidic caves, Italy, that are extremely acidic	Subaerial biofilm microbial communities from sulfidic caves, Italy, that are extremely acidic - Ramo Sulfureo RS9	Pennsylvania State University	3300000824	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	Subaerial biofilm microbial communities from sulfidic caves, Italy, that are extremely acidic		0	0	0	11986	Ga0011319	Metagenome Analysis	Gp0053343	Gs0045205	2013-01-16		Public release -   Daniel Jones  (April 29, 2016)			No	Yes	0	2016-04-29		Reanalysis		daniel.s.jones@nmt.edu	Daniel Jones	djones@psu.edu	Daniel Jones	djones@psu.edu	Daniel Jones			No	0								454 GS FLX Titanium		Complete	Metagenome	Environmental	Terrestrial	Unclassified	Rock-dwelling (subaerial biofilms)	Unclassified					No																Frasassi cave system, Italy	Subaerial biofilm	Frasassi cave system, Italy	Italy	43.398358			12.962139										0											0	0	0	0	0	0	6740218	12825	6300	0	3	3308580	49.09	6718618	99.68	0	0	12672	98.81	153	1.19	17	4	7	0	5	1	136	0	0	0	6046	47.14	6626	51.66	0	0	0	0	0	0	0	0	0	0	6627	51.67	0	0	6338	49.42	0	0	2427	18.92	2489	19.41	10183	79.4	4706	36.69	7966	62.11	1631	12.72	11041	86.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2216	0	2359	0	0	0	0	0	0	0	0	0	1.65	1	1	.94	0	0	0				0	0	0	0	0	0	
3300015603	*Microbiome	Permanent Draft	Permafrost microbial communities from CRREL Tunnel near Fairbanks, Alaska	Permafrost microbial communities from CRREL Tunnel near Fairbanks, Alaska - 35K	California State University	3300015603	Environmental	Terrestrial	Soil	Unclassified	Permafrost	Permafrost microbial communities from CRREL Tunnel near Fairbanks, Alaska		0	0	IMG Annotation Pipeline v.4.14.7	124060	Ga0185143	Metagenome Analysis	Gp0209513	Gs0128919	2017-04-20	idba_ud	released by JGI data releasing policy			No	Yes	0	2021-03-03		Primary		anthony.thongsarn.87@my.csun.edu	Anthony Thongsarn	rachel.mackelprang@csun.edu	Rachel Mackelprang	rachel.mackelprang@csun.edu	Rachel Mackelprang			No	0								Illumina HiSeq		Complete	Metagenome	Environmental	Terrestrial	Unclassified	Soil	Permafrost					No																CRREL Tunnel near Fairbanks, Alaska, USA	Permafrost	CRREL Permafrost Tunnel Research Facility		64.951			-147.621										0											0	0	0	0	0	0	136989247	166118	38228	0	25	76753155	56.03	136782747	99.85	0	0	164474	99.01	1644	.99	115	29	39	3	42	2	1529	0	0	0	166118	100	-1644	-.99	0	0	0	0	0	0	0	0	0	0	107646	64.8	0	0	110881	66.75	0	0	38977	23.46	42250	25.43	122224	73.58	70471	42.42	94003	56.59	24767	14.91	139707	84.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4056	0	5773	0	0	0	0	0	0	0	32	4280913	35.4	34	32	9.23	0	0	0				0	0	0	0	0	0	
3300038731	*Microbiome	Permanent Draft	Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA	Acid mine drainage biofilm communities from Richmond mine site C75, Iron Mt, CA, USA - AMDC751107	University of California, Berkeley	3300038731	Environmental	Aquatic	Freshwater	Groundwater	Acid Mine Drainage	Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA		0	0	IMG Annotation Pipeline v.5.0.15	217829	Ga0188182	Metagenome Analysis	Gp0213854	Gs0129031	2020-04-09	Custom JGI assembly, Nielsen et. al.				Yes	Yes	0			Primary										No	0		Environmental		PRJNA76185	SAMN00744465			Illumina HiSeq 2000		Complete	Metagenome	Environmental	Aquatic	Groundwater	Freshwater	Acid Mine Drainage					No																USA: Iron Mountain, California	Acid mine drainage	Richmond mine site C75	USA	40.67542			-122.53025							2007/11			0											0	0	0	0	0	0	14524959	21464	7173	2	121	6378233	43.91	14466829	99.6	0	0	21022	97.94	442	2.06	42	7	13	0	22	0	400	0	0	0	12575	58.59	8447	39.35	0	0	0	0	0	0	0	0	0	0	12247	57.06	0	0	10672	49.72	3080	14	4226	19.69	4416	20.57	16606	77.37	7203	33.56	13819	64.38	2640	12.3	18382	85.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2332	0	2274	1091	0	0	0	0	0	0	0	0	4.24	2	2	3.05	0	0	0				0	0	0	0	0	0	
3300011975	*Microbiome	Permanent Draft	Norwegian Young Sea Ice 2015 - N-ICE15	Seawater microbial communities from Norwegian Young Sea Ice, Arctic Ocean, Norway, 2015. Combined Assembly of 9 SPs correct ver.	LGC Genomics	3300011975	Environmental	Aquatic	Marine	Oceanic	Aphotic zone	Norwegian Young Sea Ice 2015 - N-ICE15		0	0	IMG Annotation Pipeline v.4.13.0	104620	Ga0156901	Combined Assembly	Gp0173404	Gs0121717	2016-11-21	Ray v 2.3.1	released by JGI data releasing policy			No	Yes	0	2020-03-03		Primary		antonioggsousa@gmail.com	Ant?nio Sousa	antonioggsousa@gmail.com; cmagalhaes@ciimar.up.pt	Ant?nio Sousa; Catarina Magalh?es	antonioggsousa@gmail.com; cmagalhaes@ciimar.up.pt	Ant?nio Sousa; Catarina Magalh?es			No	0								Illumina MiSeq	Level 4: Annotation-Directed	Complete	Metagenome	Environmental	Aquatic	Oceanic	Marine	Aphotic zone					No													0.023 mg/m3	50		Arctic Ocean	marine	Arctic Ocean	Norway	n/a			n/a	10.2 ?M	8.49 mL/L					2015/3/9	37 C		0											0	0	0	0	0	0	11493767	41172	38106	0	0	6044287	52.58752	11429084	99.44	0	0	40825	99.16	347	.84	219	7	61	12	114	25	128	0	0	0	41172	100	-347	-.84	0	0	0	0	0	0	0	0	0	0	21664	52.62	0	0	17671	42.92	0	0	12998	31.57	13410	32.57	27415	66.59	22264	54.08	18561	45.08	7985	19.39	32840	79.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2551	0	2908	0	0	0	0	0	0	0	0	0	6.27	6	4	3.36	0	0	0				0	0	0	0	0	0	
3300038554	*Microbiome	Permanent Draft	Terrestrial cyanobacterial communities with co-occurring heterotrophs from various environments and locations	Desmonostoc vinosum HA7617-LM4 and co-occurring heterotrophs from cave wall surface from Waikapalae cave, Hawaii, United States - 20190625_16	DOE Joint Genome Institute (JGI)	3300038554	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	Terrestrial cyanobacterial communities with co-occurring heterotrophs from various environments and locations		0	0	IMG Annotation Pipeline v.5.0.14	231052	Ga0436429	Metagenome Analysis	Gp0479570	Gs0141841	2020-04-01	metaspades v. 3.13.0				Yes	Yes	0	2020-05-31		Primary				johansen@jcu.edu; jpolle@brooklyn.cuny.edu; npietras@nmsu.edu; dbailey@nmsu.edu	Jeffrey Johansen; Juergen Polle; Nicole Pietrasiak; Donovan Bailey	npietras@nmsu.edu	Nicole Pietrasiak	CSP	2018	No	0				PRJNA650882	SAMN15720684			Illumina NovaSeq S4	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Unclassified	Rock-dwelling (subaerial biofilms)	Unclassified					No												14			14	USA: Hawaii	Cave wall surface	cave wall	USA	22.2202			-159.5794							2011/5/27			0											0	0	0	0	0	0	35759227	39755	6475	2	29	21798873	60.96	35694053	99.82	0	0	39354	98.99	401	1.01	36	10	8	3	8	7	365	0	0	0	28578	71.89	10776	27.11	0	0	0	0	0	0	0	0	0	0	28114	70.72	0	0	28381	71.39	8574	22	9101	22.89	10341	26.01	29013	72.98	17273	43.45	22081	55.54	5838	14.68	33516	84.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3302	0	4119	1991	0	0	0	0	0	0	7	5108461	6.82	7	7	.99	1266687	1266641	1266687	503837	Restricted		67496622	67147192	99.48	10107301112	10054975615	281.19	
3300003696	*Microbiome	Permanent Draft	Groundwater microbial communities from coal-tar-waste-contaminated well in S. Glens Falls, New York, USA	Groundwater microbial communities from coal-tar-waste-contaminated well in S. Glens Falls, New York, USA - aqueous naphthalene treatment rep 2 (Metagenome Metatranscriptome)	DOE Joint Genome Institute (JGI)	3300003696	Environmental	Aquatic	Freshwater	Groundwater	Contaminated	Groundwater microbial communities from coal-tar-waste-contaminated well in S. Glens Falls, New York, USA		0	0	0	53072	Ga0003071	Metatranscriptome Analysis	Gp0055818	Gs0069861	2014-12-02	rnnotator v. 3.3.2		E; D; O		No	Yes	0	2015-01-14		Primary				elm3@cornell.edu	Eugene Madsen	elm3@cornell.edu	Eugene Madsen	CSP	2010	No	0				PRJNA366332	SAMN06268578			Illumina HiSeq 2000, Illumina HiSeq 2500		Complete	Metatranscriptome	Environmental	Aquatic	Groundwater	Freshwater	Contaminated					No																S. Glens Falls, New York, USA	Groundwater	S. Glens Falls, New York, USA	USA	43.099444			-73.604444							2011/8/8			0											0	0	0	0	0	0	19075876	61354	63550	0	11	10612822	55.63478	18342808	96.16	0	0	58881	95.97	2473	4.03	2262	0	5	269	267	1721	211	0	0	0	10872	17.72	48009	78.25	0	0	0	0	0	0	0	0	0	0	11406	18.59	0	0	10341	16.85	0	0	3116	5.08	2439	3.98	56442	91.99	3116	5.08	55765	90.89	2116	3.45	56765	92.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778	0	1526	0	0	0	0	0	0	0	0	0	2.18	1	0	3.31	1014894	1014895	1014894	44	Unrestricted	300481	0	0	0	0	0	0	
3300003466	*Microbiome	Permanent Draft	Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil, in a copper mine	Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil - P3 sample	University of Campinas	3300003466	Environmental	Terrestrial	Soil	Unclassified	Unclassified	Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil, in a copper mine		0	0	0	50153	Ga0059327	Metagenome Analysis	Gp0103951	Gs0110185	2014-09-28	IDBA-UD	released per JGI data release policy			No	Yes	0	2019-11-01		Reanalysis		danba.castro@gmail.com	Daniel Castro	danba.castro@gmail.com	Daniel Castro	danba.castro@gmail.com	Daniel Castro			No	0								Illumina HiSeq 2500		Complete	Metagenome	Environmental	Terrestrial	Unclassified	Soil	Unclassified					No																Mina do Sossego, Brazil	Ore pile and mine drainage contaminated soil	Mina do Sossego	Brazil	-6.426389			-50.051389							2013/7/16			0											0	0	0	0	0	0	263654823	391485	171562	0	102	176626185	66.99	263121898	99.8	0	0	387340	98.94	4145	1.06	408	81	127	0	199	1	3737	0	0	0	222400	56.81	164940	42.13	0	0	0	0	0	0	0	0	0	0	253249	64.69	0	0	242793	62.02	0	0	94437	24.12	72018	18.4	315322	80.55	94437	24.12	292903	74.82	64152	16.39	323188	82.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4294	0	5374	0	0	0	0	0	0	94	66	3994770	72.17	71	66	13.61	0	0	0				0	0	0	0	0	0	
